assessment_year,industry,company_id,parent_aspect,aspect,score_weight,score_value
2015,STL Steel,8292709,Social Dimension,Stakeholder Engagement,6,30.0
2015,STL Steel,8292709,Social Dimension,Talent Attraction & Retention,2,21.0
2015,STL Steel,8292709,,S&P Global ESG Score,100,34.618409
2015,TLS Telecommunication Services,402548,Environmental Dimension,Climate Strategy,4,0.0
2015,TLS Telecommunication Services,402548,Environmental Dimension,Electromagnetic Fields,3,35.2
2015,TLS Telecommunication Services,402548,Environmental Dimension,Environmental Policy & Management Systems,4,47.0
2015,TLS Telecommunication Services,402548,Environmental Dimension,Environmental Reporting,4,45.427985
2015,TLS Telecommunication Services,402548,Environmental Dimension,Operational Eco-Efficiency,6,4.0
2015,TLS Telecommunication Services,402548,Governance & Economic Dimension,Antitrust Policy,2,25.0
2015,TLS Telecommunication Services,402548,Governance & Economic Dimension,Brand Management,4,28.0
2015,TLS Telecommunication Services,402548,Governance & Economic Dimension,Codes of Business Conduct,6,63.1
2015,TLS Telecommunication Services,402548,Governance & Economic Dimension,Corporate Governance,6,34.5
2015,TLS Telecommunication Services,402548,Governance & Economic Dimension,Customer Relationship Management,6,25.42
2015,TLS Telecommunication Services,402548,Governance & Economic Dimension,Innovation Management,2,3.264
2015,TLS Telecommunication Services,402548,Governance & Economic Dimension,Privacy Protection,6,40.72
2015,TLS Telecommunication Services,402548,Governance & Economic Dimension,Risk & Crisis Management,6,27.0
2015,TLS Telecommunication Services,402548,Governance & Economic Dimension,Supply Chain Management,4,36.666
2015,TLS Telecommunication Services,402548,Governance & Economic Dimension,Tax Strategy,2,45.0
2015,TLS Telecommunication Services,402548,S&P Global ESG Score,Environmental Dimension,21,23.776759
2015,TLS Telecommunication Services,402548,S&P Global ESG Score,Governance & Economic Dimension,44,35.218909
2015,TLS Telecommunication Services,402548,S&P Global ESG Score,Social Dimension,35,35.941714
2015,TLS Telecommunication Services,402548,Social Dimension,Corporate Citizenship & Philanthropy,3,16.0
2015,TLS Telecommunication Services,402548,Social Dimension,Digital Inclusion,4,57.12
2015,TLS Telecommunication Services,402548,Social Dimension,Human Capital Development,5,32.5
2015,TLS Telecommunication Services,402548,Social Dimension,Impact of Telecommunication Services,3,0.0
2015,TLS Telecommunication Services,402548,Social Dimension,Labor Practice Indicators,5,52.5
2015,TLS Telecommunication Services,402548,Social Dimension,Occupational Health & Safety,3,35.91
2015,TLS Telecommunication Services,402548,Social Dimension,Social Reporting,4,43.7375
2015,TLS Telecommunication Services,402548,Social Dimension,Stakeholder Engagement,3,39.6
2015,TLS Telecommunication Services,402548,Social Dimension,Talent Attraction & Retention,5,31.0
2015,TLS Telecommunication Services,402548,,S&P Global ESG Score,100,33.069039
2015,TLS Telecommunication Services,413394,Environmental Dimension,Climate Strategy,4,44.33
2015,TLS Telecommunication Services,413394,Environmental Dimension,Electromagnetic Fields,3,0.0
2015,TLS Telecommunication Services,413394,Environmental Dimension,Environmental Policy & Management Systems,4,72.5
2015,TLS Telecommunication Services,413394,Environmental Dimension,Environmental Reporting,4,83.5
2015,TLS Telecommunication Services,413394,Environmental Dimension,Operational Eco-Efficiency,6,29.2
2015,TLS Telecommunication Services,413394,Governance & Economic Dimension,Antitrust Policy,2,25.0
2015,TLS Telecommunication Services,413394,Governance & Economic Dimension,Brand Management,4,43.0
2015,TLS Telecommunication Services,413394,Governance & Economic Dimension,Codes of Business Conduct,6,77.4
2015,TLS Telecommunication Services,413394,Governance & Economic Dimension,Corporate Governance,6,42.629
2015,TLS Telecommunication Services,413394,Governance & Economic Dimension,Customer Relationship Management,6,36.57
2015,TLS Telecommunication Services,413394,Governance & Economic Dimension,Innovation Management,2,0.0
2015,TLS Telecommunication Services,413394,Governance & Economic Dimension,Privacy Protection,6,42.04
2015,TLS Telecommunication Services,413394,Governance & Economic Dimension,Risk & Crisis Management,6,39.3
2015,TLS Telecommunication Services,413394,Governance & Economic Dimension,Supply Chain Management,4,36.6375
2015,TLS Telecommunication Services,413394,Governance & Economic Dimension,Tax Strategy,2,36.25
2015,TLS Telecommunication Services,413394,S&P Global ESG Score,Environmental Dimension,21,46.500952
2015,TLS Telecommunication Services,413394,S&P Global ESG Score,Governance & Economic Dimension,44,42.470091
2015,TLS Telecommunication Services,413394,S&P Global ESG Score,Social Dimension,35,39.988738
2015,TLS Telecommunication Services,413394,Social Dimension,Corporate Citizenship & Philanthropy,3,16.0
2015,TLS Telecommunication Services,413394,Social Dimension,Digital Inclusion,4,28.8
2015,TLS Telecommunication Services,413394,Social Dimension,Human Capital Development,5,37.5
2015,TLS Telecommunication Services,413394,Social Dimension,Impact of Telecommunication Services,3,0.0
2015,TLS Telecommunication Services,413394,Social Dimension,Labor Practice Indicators,5,65.25
2015,TLS Telecommunication Services,413394,Social Dimension,Occupational Health & Safety,3,34.55
2015,TLS Telecommunication Services,413394,Social Dimension,Social Reporting,4,80.208955
2015,TLS Telecommunication Services,413394,Social Dimension,Stakeholder Engagement,3,39.39
2015,TLS Telecommunication Services,413394,Social Dimension,Talent Attraction & Retention,5,36.0
2015,TLS Telecommunication Services,413394,,S&P Global ESG Score,100,42.448098
2015,TRA Transportation and Transportation Infrastructure,6229242,Environmental Dimension,Climate Strategy,8,12.76
2015,TRA Transportation and Transportation Infrastructure,6229242,Environmental Dimension,Environmental Policy & Management Systems,3,38.0
2015,TRA Transportation and Transportation Infrastructure,6229242,Environmental Dimension,Environmental Reporting,3,43.75
2015,TRA Transportation and Transportation Infrastructure,6229242,Environmental Dimension,Fuel Efficiency,8,
2015,TRA Transportation and Transportation Infrastructure,6229242,Environmental Dimension,Operational Eco-Efficiency,6,12.0
2015,TRA Transportation and Transportation Infrastructure,6229242,Governance & Economic Dimension,Codes of Business Conduct,6,60.3
2015,TRA Transportation and Transportation Infrastructure,6229242,Governance & Economic Dimension,Corporate Governance,6,45.859
2015,TRA Transportation and Transportation Infrastructure,6229242,Governance & Economic Dimension,Customer Relationship Management,6,33.563218
2015,TRA Transportation and Transportation Infrastructure,6229242,Governance & Economic Dimension,Risk & Crisis Management,6,27.0
2015,TRA Transportation and Transportation Infrastructure,6229242,Governance & Economic Dimension,Supply Chain Management,3,30.0
2015,TRA Transportation and Transportation Infrastructure,6229242,Governance & Economic Dimension,Tax Strategy,2,45.0
2015,TRA Transportation and Transportation Infrastructure,6229242,S&P Global ESG Score,Environmental Dimension,28,20.9665
2015,TRA Transportation and Transportation Infrastructure,6229242,S&P Global ESG Score,Governance & Economic Dimension,29,40.701149
2015,TRA Transportation and Transportation Infrastructure,6229242,S&P Global ESG Score,Social Dimension,43,31.513526
2015,TRA Transportation and Transportation Infrastructure,6229242,Social Dimension,Corporate Citizenship & Philanthropy,5,26.0
2015,TRA Transportation and Transportation Infrastructure,6229242,Social Dimension,Human Capital Development,5,31.75
2015,TRA Transportation and Transportation Infrastructure,6229242,Social Dimension,Labor Practice Indicators,6,56.25
2015,TRA Transportation and Transportation Infrastructure,6229242,Social Dimension,Occupational Health & Safety,9,14.8924
2015,TRA Transportation and Transportation Infrastructure,6229242,Social Dimension,Social Reporting,4,38.75
2015,TRA Transportation and Transportation Infrastructure,6229242,Social Dimension,Stakeholder Engagement,9,37.2
2015,TRA Transportation and Transportation Infrastructure,6229242,Social Dimension,Talent Attraction & Retention,5,21.0
2015,TRA Transportation and Transportation Infrastructure,6229242,,S&P Global ESG Score,100,31.224769
2015,TRA Transportation and Transportation Infrastructure,7685459,Environmental Dimension,Climate Strategy,8,0.0
2015,TRA Transportation and Transportation Infrastructure,7685459,Environmental Dimension,Environmental Policy & Management Systems,3,58.0
2015,TRA Transportation and Transportation Infrastructure,7685459,Environmental Dimension,Environmental Reporting,3,40.768657
2015,TRA Transportation and Transportation Infrastructure,7685459,Environmental Dimension,Fuel Efficiency,8,0.0
2015,TRA Transportation and Transportation Infrastructure,7685459,Environmental Dimension,Operational Eco-Efficiency,6,2.0
2015,TRA Transportation and Transportation Infrastructure,7685459,Governance & Economic Dimension,Codes of Business Conduct,6,53.35
2015,TRA Transportation and Transportation Infrastructure,7685459,Governance & Economic Dimension,Corporate Governance,6,42.110852
2015,TRA Transportation and Transportation Infrastructure,7685459,Governance & Economic Dimension,Customer Relationship Management,6,36.898
2015,TRA Transportation and Transportation Infrastructure,7685459,Governance & Economic Dimension,Risk & Crisis Management,6,33.8
2015,TRA Transportation and Transportation Infrastructure,7685459,Governance & Economic Dimension,Supply Chain Management,3,40.1536
2015,TRA Transportation and Transportation Infrastructure,7685459,Governance & Economic Dimension,Tax Strategy,2,30.0
2015,TRA Transportation and Transportation Infrastructure,7685459,S&P Global ESG Score,Environmental Dimension,28,11.010928
2015,TRA Transportation and Transportation Infrastructure,7685459,S&P Global ESG Score,Governance & Economic Dimension,29,40.60048
2015,TRA Transportation and Transportation Infrastructure,7685459,S&P Global ESG Score,Social Dimension,43,32.798279
2015,TRA Transportation and Transportation Infrastructure,7685459,Social Dimension,Corporate Citizenship & Philanthropy,5,12.0
2015,TRA Transportation and Transportation Infrastructure,7685459,Social Dimension,Human Capital Development,5,23.0
2015,TRA Transportation and Transportation Infrastructure,7685459,Social Dimension,Labor Practice Indicators,6,51.75
2015,TRA Transportation and Transportation Infrastructure,7685459,Social Dimension,Occupational Health & Safety,9,27.214
2015,TRA Transportation and Transportation Infrastructure,7685459,Social Dimension,Social Reporting,4,43.75
2015,TRA Transportation and Transportation Infrastructure,7685459,Social Dimension,Stakeholder Engagement,9,43.6
2015,TRA Transportation and Transportation Infrastructure,7685459,Social Dimension,Talent Attraction & Retention,5,22.5
2015,TRA Transportation and Transportation Infrastructure,7685459,,S&P Global ESG Score,100,28.960459
2015,TSV IT services & Internet Software and Services,5533649,Environmental Dimension,Climate Strategy,5,57.730337
2015,TSV IT services & Internet Software and Services,5533649,Environmental Dimension,Environmental Policy & Management Systems,5,75.9
2015,TSV IT services & Internet Software and Services,5533649,Environmental Dimension,Environmental Reporting,5,63.75
2015,TSV IT services & Internet Software and Services,5533649,Environmental Dimension,Operational Eco-Efficiency,6,47.275853
2015,TSV IT services & Internet Software and Services,5533649,Governance & Economic Dimension,Antitrust Policy,3,81.25
2015,TSV IT services & Internet Software and Services,5533649,Governance & Economic Dimension,Brand Management,3,36.6
2015,TSV IT services & Internet Software and Services,5533649,Governance & Economic Dimension,Codes of Business Conduct,5,74.9
2015,TSV IT services & Internet Software and Services,5533649,Governance & Economic Dimension,Corporate Governance,6,53.259
2015,TSV IT services & Internet Software and Services,5533649,Governance & Economic Dimension,Customer Relationship Management,7,48.705
2015,TSV IT services & Internet Software and Services,5533649,Governance & Economic Dimension,IT Security & System Availability,6,86.75
2015,TSV IT services & Internet Software and Services,5533649,Governance & Economic Dimension,Innovation Management,6,44.9555
2015,TSV IT services & Internet Software and Services,5533649,Governance & Economic Dimension,Privacy Protection,5,92.02
2015,TSV IT services & Internet Software and Services,5533649,Governance & Economic Dimension,Risk & Crisis Management,5,63.04
2015,TSV IT services & Internet Software and Services,5533649,Governance & Economic Dimension,Supply Chain Management,3,54.0875
2015,TSV IT services & Internet Software and Services,5533649,Governance & Economic Dimension,Tax Strategy,2,30.0
2015,TSV IT services & Internet Software and Services,5533649,S&P Global ESG Score,Environmental Dimension,21,60.502705
2015,TSV IT services & Internet Software and Services,5533649,S&P Global ESG Score,Governance & Economic Dimension,51,62.281069
2015,TSV IT services & Internet Software and Services,5533649,S&P Global ESG Score,Social Dimension,28,59.875786
2015,TSV IT services & Internet Software and Services,5533649,Social Dimension,Corporate Citizenship & Philanthropy,3,26.0
2015,TSV IT services & Internet Software and Services,5533649,Social Dimension,Digital Inclusion,4,47.58
2015,TSV IT services & Internet Software and Services,5533649,Social Dimension,Human Capital Development,5,53.5
2015,TSV IT services & Internet Software and Services,5533649,Social Dimension,Labor Practice Indicators,5,74.45
2015,TSV IT services & Internet Software and Services,5533649,Social Dimension,Social Reporting,5,63.3375
2015,TSV IT services & Internet Software and Services,5533649,Social Dimension,Talent Attraction & Retention,6,75.294086
2015,TSV IT services & Internet Software and Services,5533649,,S&P Global ESG Score,100,61.234133
2016,BNK Banks,873831,Environmental Dimension,Business Risks and Opportunities,9,99.5
2016,BNK Banks,873831,Environmental Dimension,Climate Strategy,4,98.5
2016,BNK Banks,873831,Environmental Dimension,Environmental Policy & Management Systems,3,69.86
2016,BNK Banks,873831,Environmental Dimension,Environmental Reporting,4,93.2
2016,BNK Banks,873831,Environmental Dimension,Operational Eco-Efficiency,3,50.999251
2016,BNK Banks,873831,Governance & Economic Dimension,Anti-crime Policy & Measures,4,100.0
2016,BNK Banks,873831,Governance & Economic Dimension,Codes of Business Conduct,7,89.5
2016,BNK Banks,873831,Governance & Economic Dimension,Corporate Governance,7,55.981
2016,BNK Banks,873831,Governance & Economic Dimension,Customer Relationship Management,6,72.8
2016,BNK Banks,873831,Governance & Economic Dimension,Financial Stability & Systemic Risk,4,100.0
2016,BNK Banks,873831,Governance & Economic Dimension,Information Security/ Cybersecurity & System Availability,3,93.5
2016,BNK Banks,873831,Governance & Economic Dimension,Materiality,3,92.5
2016,BNK Banks,873831,Governance & Economic Dimension,Risk & Crisis Management,7,95.0
2016,BNK Banks,873831,Governance & Economic Dimension,Tax Strategy,2,62.5
2016,BNK Banks,873831,S&P Global ESG Score,Environmental Dimension,23,88.038163
2016,BNK Banks,873831,S&P Global ESG Score,Governance & Economic Dimension,43,83.794581
2016,BNK Banks,873831,S&P Global ESG Score,Social Dimension,34,88.336527
2016,BNK Banks,873831,Social Dimension,Controversial Issues: Dilemmas in Lending & Financing,4,90.0
2016,BNK Banks,873831,Social Dimension,Corporate Citizenship & Philanthropy,3,94.99
2016,BNK Banks,873831,Social Dimension,Financial Inclusion,3,100.0
2016,BNK Banks,873831,Social Dimension,Human Capital Development,6,90.5
2016,BNK Banks,873831,Social Dimension,Labor Practice Indicators,5,79.15
2016,BNK Banks,873831,Social Dimension,Occupational Health & Safety,3,82.14
2016,BNK Banks,873831,Social Dimension,Social Reporting,4,76.7
2016,BNK Banks,873831,Social Dimension,Talent Attraction & Retention,6,94.416989
2016,BNK Banks,873831,,S&P Global ESG Score,100,86.314867
2016,BNK Banks,874155,Environmental Dimension,Business Risks and Opportunities,9,99.5
2016,BNK Banks,874155,Environmental Dimension,Climate Strategy,4,90.35
2016,BNK Banks,874155,Environmental Dimension,Environmental Policy & Management Systems,3,73.0752
2016,BNK Banks,874155,Environmental Dimension,Environmental Reporting,4,88.945
2016,BNK Banks,874155,Environmental Dimension,Operational Eco-Efficiency,3,50.519843
2016,BNK Banks,874155,Governance & Economic Dimension,Anti-crime Policy & Measures,4,100.0
2016,BNK Banks,874155,Governance & Economic Dimension,Codes of Business Conduct,7,86.5
2016,BNK Banks,874155,Governance & Economic Dimension,Corporate Governance,7,70.975
2016,BNK Banks,874155,Governance & Economic Dimension,Customer Relationship Management,6,94.88
2016,BNK Banks,874155,Governance & Economic Dimension,Financial Stability & Systemic Risk,4,100.0
2016,BNK Banks,874155,Governance & Economic Dimension,Information Security/ Cybersecurity & System Availability,3,91.1
2016,BNK Banks,874155,Governance & Economic Dimension,Materiality,3,88.165
2016,BNK Banks,874155,Governance & Economic Dimension,Risk & Crisis Management,7,93.0
2016,BNK Banks,874155,Governance & Economic Dimension,Tax Strategy,2,37.5
2016,BNK Banks,874155,S&P Global ESG Score,Environmental Dimension,23,86.237614
2016,BNK Banks,874155,S&P Global ESG Score,Governance & Economic Dimension,43,86.869767
2016,BNK Banks,874155,S&P Global ESG Score,Social Dimension,34,84.323916
2016,BNK Banks,874155,Social Dimension,Controversial Issues: Dilemmas in Lending & Financing,4,80.0
2016,BNK Banks,874155,Social Dimension,Corporate Citizenship & Philanthropy,3,100.0
2016,BNK Banks,874155,Social Dimension,Financial Inclusion,3,100.0
2016,BNK Banks,874155,Social Dimension,Human Capital Development,6,98.0
2016,BNK Banks,874155,Social Dimension,Labor Practice Indicators,5,76.5
2016,BNK Banks,874155,Social Dimension,Occupational Health & Safety,3,88.024
2016,BNK Banks,874155,Social Dimension,Social Reporting,4,83.5
2016,BNK Banks,874155,Social Dimension,Talent Attraction & Retention,6,63.073523
2016,BNK Banks,874155,,S&P Global ESG Score,100,85.858783
2016,BNK Banks,875352,Environmental Dimension,Business Risks and Opportunities,9,99.5
2016,BNK Banks,875352,Environmental Dimension,Climate Strategy,4,98.5
2016,BNK Banks,875352,Environmental Dimension,Environmental Policy & Management Systems,3,82.18
2016,BNK Banks,875352,Environmental Dimension,Environmental Reporting,4,93.2
2016,BNK Banks,875352,Environmental Dimension,Operational Eco-Efficiency,3,50.999251
2016,BNK Banks,875352,Governance & Economic Dimension,Anti-crime Policy & Measures,4,100.0
2016,BNK Banks,875352,Governance & Economic Dimension,Codes of Business Conduct,7,92.5
2016,BNK Banks,875352,Governance & Economic Dimension,Corporate Governance,7,50.705319
2016,BNK Banks,875352,Governance & Economic Dimension,Customer Relationship Management,6,85.6
2016,BNK Banks,875352,Governance & Economic Dimension,Financial Stability & Systemic Risk,4,100.0
2016,BNK Banks,875352,Governance & Economic Dimension,Information Security/ Cybersecurity & System Availability,3,93.5
2016,BNK Banks,875352,Governance & Economic Dimension,Materiality,3,77.5
2016,BNK Banks,875352,Governance & Economic Dimension,Risk & Crisis Management,7,95.0
2016,BNK Banks,875352,Governance & Economic Dimension,Tax Strategy,2,62.5
2016,BNK Banks,875352,S&P Global ESG Score,Environmental Dimension,23,89.64512
2016,BNK Banks,875352,S&P Global ESG Score,Governance & Economic Dimension,43,84.163657
2016,BNK Banks,875352,S&P Global ESG Score,Social Dimension,34,88.336527
2016,BNK Banks,875352,Social Dimension,Controversial Issues: Dilemmas in Lending & Financing,4,90.0
2016,BNK Banks,875352,Social Dimension,Corporate Citizenship & Philanthropy,3,94.99
2016,BNK Banks,875352,Social Dimension,Financial Inclusion,3,100.0
2016,BNK Banks,875352,Social Dimension,Human Capital Development,6,90.5
2016,BNK Banks,875352,Social Dimension,Labor Practice Indicators,5,79.15
2016,BNK Banks,875352,Social Dimension,Occupational Health & Safety,3,82.14
2016,BNK Banks,875352,Social Dimension,Social Reporting,4,76.7
2016,BNK Banks,875352,Social Dimension,Talent Attraction & Retention,6,94.416989
2016,BNK Banks,875352,,S&P Global ESG Score,100,86.843169
2016,BNK Banks,877263,Environmental Dimension,Business Risks and Opportunities,9,72.85
2016,BNK Banks,877263,Environmental Dimension,Climate Strategy,4,77.6
2016,BNK Banks,877263,Environmental Dimension,Environmental Policy & Management Systems,3,76.2
2016,BNK Banks,877263,Environmental Dimension,Environmental Reporting,4,76.9
2016,BNK Banks,877263,Environmental Dimension,Operational Eco-Efficiency,3,46.184274
2016,BNK Banks,877263,Governance & Economic Dimension,Anti-crime Policy & Measures,4,100.0
2016,BNK Banks,877263,Governance & Economic Dimension,Codes of Business Conduct,7,89.5
2016,BNK Banks,877263,Governance & Economic Dimension,Corporate Governance,7,61.492333
2016,BNK Banks,877263,Governance & Economic Dimension,Customer Relationship Management,6,89.754074
2016,BNK Banks,877263,Governance & Economic Dimension,Financial Stability & Systemic Risk,4,100.0
2016,BNK Banks,877263,Governance & Economic Dimension,Information Security/ Cybersecurity & System Availability,3,87.1
2016,BNK Banks,877263,Governance & Economic Dimension,Materiality,3,88.75
2016,BNK Banks,877263,Governance & Economic Dimension,Risk & Crisis Management,7,96.25
2016,BNK Banks,877263,Governance & Economic Dimension,Tax Strategy,2,50.0
2016,BNK Banks,877263,S&P Global ESG Score,Environmental Dimension,23,71.339253
2016,BNK Banks,877263,S&P Global ESG Score,Governance & Economic Dimension,43,85.971413
2016,BNK Banks,877263,S&P Global ESG Score,Social Dimension,34,83.664027
2016,BNK Banks,877263,Social Dimension,Controversial Issues: Dilemmas in Lending & Financing,4,75.5
2016,BNK Banks,877263,Social Dimension,Corporate Citizenship & Philanthropy,3,88.06
2016,BNK Banks,877263,Social Dimension,Financial Inclusion,3,100.0
2016,BNK Banks,877263,Social Dimension,Human Capital Development,6,94.25
2016,BNK Banks,877263,Social Dimension,Labor Practice Indicators,5,86.475
2016,BNK Banks,877263,Social Dimension,Occupational Health & Safety,3,86.9744
2016,BNK Banks,877263,Social Dimension,Social Reporting,4,84.589
2016,BNK Banks,877263,Social Dimension,Talent Attraction & Retention,6,63.540454
2016,BNK Banks,877263,,S&P Global ESG Score,100,81.821505
2016,BVG Beverages,134386019,Environmental Dimension,Climate Strategy,3,12.9
2016,BVG Beverages,134386019,Environmental Dimension,Environmental Policy & Management Systems,3,35.0
2016,BVG Beverages,134386019,Environmental Dimension,Environmental Reporting,3,58.212
2016,BVG Beverages,134386019,Environmental Dimension,Genetically Modified Organisms,3,20.0
2016,BVG Beverages,134386019,Environmental Dimension,Operational Eco-Efficiency,4,35.55
2016,BVG Beverages,134386019,Environmental Dimension,Packaging,3,52.5
2016,BVG Beverages,134386019,Environmental Dimension,Raw Material Sourcing,3,0.0
2016,BVG Beverages,134386019,Environmental Dimension,Water Related Risks,4,0.0
2016,BVG Beverages,134386019,Governance & Economic Dimension,Brand Management,3,35.0
2016,BVG Beverages,134386019,Governance & Economic Dimension,Codes of Business Conduct,5,62.4
2016,BVG Beverages,134386019,Governance & Economic Dimension,Corporate Governance,5,45.46
2016,BVG Beverages,134386019,Governance & Economic Dimension,Customer Relationship Management,5,36.512
2016,BVG Beverages,134386019,Governance & Economic Dimension,Health & Nutrition,3,25.0
2016,BVG Beverages,134386019,Governance & Economic Dimension,Impact Measurement & Valuation,2,0.0
2016,BVG Beverages,134386019,Governance & Economic Dimension,Innovation Management,5,0.0
2016,BVG Beverages,134386019,Governance & Economic Dimension,Materiality,2,28.75
2016,BVG Beverages,134386019,Governance & Economic Dimension,Risk & Crisis Management,5,42.3
2016,BVG Beverages,134386019,Governance & Economic Dimension,Strategy for Emerging Markets,6,
2016,BVG Beverages,134386019,Governance & Economic Dimension,Supply Chain Management,6,34.041
2016,BVG Beverages,134386019,Governance & Economic Dimension,Tax Strategy,2,37.5
2016,BVG Beverages,134386019,S&P Global ESG Score,Environmental Dimension,26,26.078308
2016,BVG Beverages,134386019,S&P Global ESG Score,Governance & Economic Dimension,49,33.723395
2016,BVG Beverages,134386019,S&P Global ESG Score,Social Dimension,25,27.46728
2016,BVG Beverages,134386019,Social Dimension,Corporate Citizenship & Philanthropy,3,22.0
2016,BVG Beverages,134386019,Social Dimension,Human Capital Development,5,37.0
2016,BVG Beverages,134386019,Social Dimension,Labor Practice Indicators,5,16.25
2016,BVG Beverages,134386019,Social Dimension,Occupational Health & Safety,3,26.0
2016,BVG Beverages,134386019,Social Dimension,Social Reporting,3,45.144
2016,BVG Beverages,134386019,Social Dimension,Talent Attraction & Retention,6,23.5
2016,BVG Beverages,134386019,,S&P Global ESG Score,100,30.171644
2016,CHM Chemicals,394524,Environmental Dimension,Climate Strategy,9,95.6
2016,CHM Chemicals,394524,Environmental Dimension,Environmental Policy & Management Systems,3,92.3
2016,CHM Chemicals,394524,Environmental Dimension,Environmental Reporting,2,99.3268
2016,CHM Chemicals,394524,Environmental Dimension,Genetically Modified Organisms,2,
2016,CHM Chemicals,394524,Environmental Dimension,Operational Eco-Efficiency,9,71.723894
2016,CHM Chemicals,394524,Environmental Dimension,Product Stewardship,6,100.0
2016,CHM Chemicals,394524,Governance & Economic Dimension,Codes of Business Conduct,6,100.0
2016,CHM Chemicals,394524,Governance & Economic Dimension,Corporate Governance,5,63.599091
2016,CHM Chemicals,394524,Governance & Economic Dimension,Customer Relationship Management,6,88.0
2016,CHM Chemicals,394524,Governance & Economic Dimension,Impact Measurement & Valuation,2,70.0
2016,CHM Chemicals,394524,Governance & Economic Dimension,Innovation Management,9,91.55
2016,CHM Chemicals,394524,Governance & Economic Dimension,Materiality,3,89.035
2016,CHM Chemicals,394524,Governance & Economic Dimension,Risk & Crisis Management,5,95.12
2016,CHM Chemicals,394524,Governance & Economic Dimension,Tax Strategy,2,52.5
2016,CHM Chemicals,394524,S&P Global ESG Score,Environmental Dimension,31,89.01616
2016,CHM Chemicals,394524,S&P Global ESG Score,Governance & Economic Dimension,38,85.727644
2016,CHM Chemicals,394524,S&P Global ESG Score,Social Dimension,31,80.276811
2016,CHM Chemicals,394524,Social Dimension,Corporate Citizenship & Philanthropy,2,79.11
2016,CHM Chemicals,394524,Social Dimension,Human Capital Development,6,100.0
2016,CHM Chemicals,394524,Social Dimension,Labor Practice Indicators,7,65.15
2016,CHM Chemicals,394524,Social Dimension,Occupational Health & Safety,8,89.444
2016,CHM Chemicals,394524,Social Dimension,Social Reporting,2,86.767
2016,CHM Chemicals,394524,Social Dimension,Talent Attraction & Retention,6,64.204191
2016,CHM Chemicals,394524,,S&P Global ESG Score,100,85.057326
2016,COS Personal Products,5507464,Environmental Dimension,Environmental Policy & Management Systems,3,96.25
2016,COS Personal Products,5507464,Environmental Dimension,Environmental Reporting,2,67.0
2016,COS Personal Products,5507464,Environmental Dimension,Operational Eco-Efficiency,6,58.699504
2016,COS Personal Products,5507464,Environmental Dimension,Packaging,2,100.0
2016,COS Personal Products,5507464,Environmental Dimension,Product Stewardship,6,86.0
2016,COS Personal Products,5507464,Governance & Economic Dimension,Brand Management,6,66.0
2016,COS Personal Products,5507464,Governance & Economic Dimension,Codes of Business Conduct,5,74.8
2016,COS Personal Products,5507464,Governance & Economic Dimension,Corporate Governance,6,65.290852
2016,COS Personal Products,5507464,Governance & Economic Dimension,Customer Relationship Management,5,80.340155
2016,COS Personal Products,5507464,Governance & Economic Dimension,Innovation Management,6,61.390952
2016,COS Personal Products,5507464,Governance & Economic Dimension,Materiality,2,49.5
2016,COS Personal Products,5507464,Governance & Economic Dimension,Product Quality & Recall Management,2,76.8
2016,COS Personal Products,5507464,Governance & Economic Dimension,Risk & Crisis Management,6,44.0
2016,COS Personal Products,5507464,Governance & Economic Dimension,Strategy for Emerging Markets,6,
2016,COS Personal Products,5507464,Governance & Economic Dimension,Supply Chain Management,6,64.809
2016,COS Personal Products,5507464,Governance & Economic Dimension,Tax Strategy,2,35.0
2016,COS Personal Products,5507464,S&P Global ESG Score,Environmental Dimension,19,78.470896
2016,COS Personal Products,5507464,S&P Global ESG Score,Governance & Economic Dimension,52,63.200991
2016,COS Personal Products,5507464,S&P Global ESG Score,Social Dimension,29,66.488312
2016,COS Personal Products,5507464,Social Dimension,Corporate Citizenship & Philanthropy,3,95.98
2016,COS Personal Products,5507464,Social Dimension,Human Capital Development,6,48.5
2016,COS Personal Products,5507464,Social Dimension,Labor Practice Indicators,6,45.5
2016,COS Personal Products,5507464,Social Dimension,Occupational Health & Safety,6,62.762842
2016,COS Personal Products,5507464,Social Dimension,Social Reporting,2,97.822
2016,COS Personal Products,5507464,Social Dimension,Talent Attraction & Retention,6,84.0
2016,COS Personal Products,5507464,,S&P Global ESG Score,100,67.055596
2016,CTR Containers & Packaging,3800060,Environmental Dimension,Climate Strategy,7,80.53
2016,CTR Containers & Packaging,3800060,Environmental Dimension,Environmental Policy & Management Systems,5,88.05
2016,CTR Containers & Packaging,3800060,Environmental Dimension,Environmental Reporting,2,93.4
2016,CTR Containers & Packaging,3800060,Environmental Dimension,Operational Eco-Efficiency,8,69.094287
2016,CTR Containers & Packaging,3800060,Environmental Dimension,Product Stewardship,9,91.39
2016,CTR Containers & Packaging,3800060,Governance & Economic Dimension,Codes of Business Conduct,6,85.4
2016,CTR Containers & Packaging,3800060,Governance & Economic Dimension,Corporate Governance,6,55.04
2016,CTR Containers & Packaging,3800060,Governance & Economic Dimension,Customer Relationship Management,6,70.0
2016,CTR Containers & Packaging,3800060,Governance & Economic Dimension,Impact Measurement & Valuation,2,0.0
2016,CTR Containers & Packaging,3800060,Governance & Economic Dimension,Materiality,3,89.035
2016,CTR Containers & Packaging,3800060,Governance & Economic Dimension,Risk & Crisis Management,5,86.42
